Frame,Sub_Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,MFrame,X_LA,Y_LA,Z_LA,X_RA,Y_RA,Z_RA,X_LP,Y_LP,Z_LP,X_RP,Y_RP,Z_RP
210,1,29.4855,-44.9808,-949.076,9.65841,4.2667,39.0313,,,,,,,,,,,,,
210,2,29.5606,-44.8816,-948.131,9.48431,4.83463,39.8953,,,,,,,,,,,,,
210,3,29.4212,-45.0309,-946.1,9.62868,5.41061,40.9199,,,,,,,,,,,,,
210,4,29.4505,-45.0197,-943.726,9.39699,5.51451,42.2738,,,,,,,,,,,,,
210,5,30.0587,-45.2956,-943.506,9.50215,5.43338,43.203,,,,,,,,,,,,,
210,6,30.5057,-45.3703,-942.994,9.6278,5.17026,42.9416,,,,,,,,,,,,,
210,7,30.4739,-45.2902,-940.903,10.0656,4.37801,42.5696,,,,,,,,,,,,,
210,8,30.6963,-45.4003,-940.575,10.0137,3.51211,42.5071,,,,,,,,,,,,,
210,9,30.9464,-45.3492,-940.55,10.1255,2.76025,42.3946,,,,,,,,,,,,,
211,0,31.0444,-45.5623,-939.234,10.353,2.0851,42.6746,,,,,,,,,,,,,
211,1,31.6132,-45.3433,-938.693,10.6817,1.32514,41.8438,,,,,,,,,,,,,
211,2,31.807,-44.8557,-938.75,10.9401,0.263033,40.6895,,,,,,,,,,,,,
211,3,32.0081,-44.6405,-937.74,11.1689,-0.609124,40.594,,,,,,,,,,,,,
211,4,32.2791,-44.5114,-936.8,10.8918,-1.35878,41.1821,,,,,,,,,,,,,
211,5,32.4917,-44.4842,-936.376,10.9104,-1.79033,40.531,,,,,,,,,,,,,
211,6,32.8731,-44.3157,-935.676,10.8704,-2.13833,40.1253,,,,,,,,,,,,,
211,7,32.7741,-44.0086,-935.344,10.9167,-2.34601,40.7617,,,,,,,,,,,,,
211,8,32.9944,-43.8889,-935.462,11.1475,-2.70062,40.176,,,,,,,,,,,,,
211,9,33.156,-44.0264,-935.413,11.2881,-2.53083,41.2505,,,,,,,,,,,,,
212,0,33.264,-43.6426,-935.344,11.4948,-2.17963,42.7341,,,,,,,,,,,,,
212,1,33.3333,-43.6264,-935.799,12.0036,-2.26652,43.289,,,,,,,,,,,,,
212,2,33.3632,-43.7512,-935.39,12.2372,-2.13241,42.6203,,,,,,,,,,,,,
212,3,33.6232,-43.5554,-934.209,12.4395,-1.7618,43.303,,,,,,,,,,,,,
212,4,33.7691,-43.5369,-935.114,13.0528,-2.05867,44.9835,,,,,,,,,,,,,
212,5,33.7203,-43.2976,-935.333,13.3959,-2.10426,44.2047,,,,,,,,,,,,,
212,6,33.3844,-43.161,-935.79,13.1655,-1.78295,44.9002,,,,,,,,,,,,,
212,7,33.5034,-43.0834,-935.796,13.4233,-2.04119,46.2078,,,,,,,,,,,,,
212,8,33.877,-42.8817,-935.413,13.5695,-1.87878,46.013,,,,,,,,,,,,,
212,9,33.7411,-42.6821,-934.119,13.5772,-1.72016,45.2948,,,,,,,,,,,,,
213,0,33.753,-42.672,-934.196,14.0762,-1.37251,43.8936,,,,,,,,,,,,,
213,1,33.8901,-42.6397,-933.511,14.0527,-1.12623,43.2383,,,,,,,,,,,,,
213,2,33.589,-42.5534,-933.298,13.9138,-0.993528,43.3511,,,,,,,,,,,,,
213,3,33.3762,-42.3379,-932.536,14.047,-0.984498,42.8483,,,,,,,,,,,,,
213,4,32.9574,-42.2026,-932.155,13.9107,-1.01987,42.4075,,,,,,,,,,,,,
213,5,32.8823,-41.7805,-932.064,14.2894,-1.25182,41.545,,,,,,,,,,,,,
213,6,32.836,-41.3148,-931.839,14.372,-1.38756,40.4033,,,,,,,,,,,,,
213,7,32.495,-41.0029,-929.887,14.3716,-1.59171,40.4656,,,,,,,,,,,,,
213,8,32.1761,-40.8072,-928.426,14.2925,-1.59171,41.5237,,,,,,,,,,,,,
213,9,31.9906,-40.6097,-928.12,14.3833,-1.7264,42.4382,,,,,,,,,,,,,
214,0,31.7293,-40.5266,-928.062,14.5432,-1.87374,41.4505,,,,,,,,,,,,,
214,1,31.6841,-40.2008,-926.485,14.6078,-2.29937,40.8437,,,,,,,,,,,,,
214,2,31.4196,-40.0048,-923.847,14.5097,-2.50845,39.7725,,,,,,,,,,,,,
214,3,30.9771,-39.8886,-922.942,14.6474,-2.81259,38.89,,,,,,,,,,,,,
214,4,30.7288,-39.7718,-923.572,14.532,-2.64982,38.417,,,,,,,,,,,,,
214,5,30.4955,-39.9085,-922.33,14.513,-2.44712,38.7867,,,,,,,,,,,,,
214,6,30.165,-39.7411,-920.855,14.2024,-2.42045,38.7738,,,,,,,,,,,,,
214,7,29.7398,-39.3224,-920.433,14.0989,-2.2575,39.4854,,,,,,,,,,,,,
214,8,29.4132,-39.3403,-918.799,14.3968,-1.79189,39.6691,,,,,,,,,,,,,
214,9,29.041,-39.466,-917.186,13.9783,-1.34389,39.0156,,,,,,,,,,,,,
215,0,28.4852,-39.302,-915.088,14.0638,-1.29212,41.1383,,,,,,,,,,,,,
215,1,28.3795,-39.3117,-913.759,14.0377,-1.13895,41.2716,,,,,,,,,,,,,
215,2,28.2288,-39.4367,-914.114,13.508,-0.851894,40.2057,,,,,,,,,,,,,
215,3,27.2402,-39.622,-913.867,13.317,-0.865437,42.052,,,,,,,,,,,,,
215,4,26.7529,-39.7306,-911.544,13.4799,-1.27889,43.352,,,,,,,,,,,,,
215,5,26.5684,-39.8012,-909.804,13.6236,-1.45321,42.2837,,,,,,,,,,,,,
215,6,26.1079,-39.8962,-909.567,13.3961,-1.35219,41.3977,,,,,,,,,,,,,
215,7,25.8348,-40.0681,-907.914,13.1271,-1.32876,43.7621,,,,,,,,,,,,,
215,8,25.2955,-40.2185,-907.949,13.0029,-1.78092,44.9856,,,,,,,,,,,,,
215,9,24.7217,-40.3114,-907.52,12.8835,-2.29691,45.1956,,,,,,,,,,,,,
216,0,24.4282,-40.4303,-906.021,13.1534,-2.50787,43.5795,,,,,,,,,,,,,
216,1,24.0939,-40.6569,-906.07,13.0201,-2.34061,42.7494,,,,,,,,,,,,,
216,2,23.5231,-40.6983,-905.05,12.3992,-2.31319,43.3363,,,,,,,,,,,,,
216,3,23.0559,-40.893,-903.366,11.9445,-2.80299,43.6016,,,,,,,,,,,,,
216,4,22.8705,-41.2012,-902.608,11.6809,-2.62396,43.0339,,,,,,,,,,,,,
216,5,22.8422,-41.1173,-902.253,11.8582,-2.66096,41.9098,,,,,,,,,,,,,
216,6,22.8945,-40.8322,-899.63,11.5751,-2.6005,41.6743,,,,,,,,,,,,,
216,7,23.178,-40.8132,-898.51,11.5832,-2.92852,42.374,,,,,,,,,,,,,
216,8,23.3152,-40.9787,-897.58,11.6784,-3.11213,42.2512,,,,,,,,,,,,,
216,9,23.6378,-40.864,-895.237,11.2688,-3.23965,41.6485,,,,,,,,,,,,,
217,0,23.6778,-40.9792,-892.699,10.8752,-3.28667,41.4512,,,,,,,,,,,,,
217,1,23.7638,-40.9592,-891.448,10.5984,-2.99152,42.6937,,,,,,,,,,,,,
217,2,24.1126,-40.6581,-889.778,10.3235,-3.01617,42.0629,,,,,,,,,,,,,
217,3,24.6322,-40.4719,-887.454,10.2793,-2.85732,41.9485,,,,,,,,,,,,,
217,4,24.8257,-40.3203,-885.24,9.73278,-2.56207,42.91,,,,,,,,,,,,,
217,5,25.3837,-39.9871,-882.083,9.65196,-2.01261,43.4657,,,,,,,,,,,,,
217,6,25.7534,-39.7136,-879.667,9.45494,-1.28014,42.239,,,,,,,,,,,,,
217,7,26.1168,-39.4962,-877.042,9.10442,-0.575574,42.4594,,,,,,,,,,,,,
217,8,26.3566,-39.6644,-873.138,9.13184,0.289149,42.8281,,,,,,,,,,,,,
217,9,26.7121,-39.4047,-870.649,8.99602,0.616594,43.1472,,,,,,,,,,,,,
218,0,27.06,-39.4738,-868.655,8.61493,1.14777,43.2964,,,,,,,,,,,,,
218,1,27.696,-39.5695,-865.547,8.51879,1.7282,41.5324,,,,,,,,,,,,,
218,2,28.2248,-39.3686,-861.397,8.49274,2.45931,40.6491,,,,,,,,,,,,,
218,3,28.5404,-39.2139,-859.052,8.57288,2.6001,42.2972,,,,,,,,,,,,,
218,4,29.0867,-38.9179,-857.285,8.78672,2.19384,42.8895,,,,,,,,,,,,,
218,5,29.7492,-38.7889,-853.197,8.98788,1.93936,43.5955,,,,,,,,,,,,,
218,6,30.3113,-39.0292,-849.468,8.88286,1.71416,43.9007,,,,,,,,,,,,,
218,7,30.445,-38.989,-846.154,8.7834,1.06067,43.7688,,,,,,,,,,,,,
218,8,30.7495,-38.6449,-842.893,9.19015,0.507506,43.2051,,,,,,,,,,,,,
218,9,31.1274,-38.6427,-839.401,9.11151,0.397888,42.1956,,,,,,,,,,,,,
219,0,31.7524,-38.778,-836.336,9.21461,0.0112269,42.7016,,,,,,,,,,,,,
219,1,31.8558,-38.6948,-833.308,9.41537,-0.401282,41.655,,,,,,,,,,,,,
219,2,32.103,-38.5585,-829.178,9.4626,-0.763967,41.5148,,,,,,,,,,,,,
219,3,32.729,-38.5714,-825.089,9.27847,-1.00643,41.0786,,,,,,,,,,,,,
219,4,33.0539,-38.2575,-822.905,9.19007,-1.40614,40.6599,,,,,,,,,,,,,
219,5,33.5754,-38.475,-820.736,9.17945,-1.69806,40.5018,,,,,,,,,,,,,
219,6,33.822,-38.528,-817.704,9.10549,-1.92327,40.5939,,,,,,,,,,,,,
219,7,34.0306,-38.1112,-814.153,9.24492,-1.9964,40.1629,,,,,,,,,,,,,
219,8,33.9113,-37.8212,-810.423,9.66516,-2.2364,40.1702,,,,,,,,,,,,,
219,9,33.7322,-37.8944,-807.35,9.7671,-2.41889,39.8076,,,,,,,,,,,,,
220,0,33.8597,-37.6914,-803.861,9.77369,-2.46351,40.6014,,,,,,,,,,,,,
220,1,34.3801,-37.8005,-800.812,10.2985,-2.79334,41.2688,,,,,,,,,,,,,
220,2,34.6907,-37.6231,-798.312,10.5315,-2.97982,41.1566,,,,,,,,,,,,,
220,3,34.7598,-37.471,-794.21,10.9294,-3.17523,43.4566,,,,,,,,,,,,,
220,4,34.7478,-37.4758,-791.98,11.0992,-3.35076,43.8441,,,,,,,,,,,,,
220,5,34.928,-37.2844,-789.769,11.1633,-3.12723,42.2297,,,,,,,,,,,,,
220,6,35.1111,-37.4922,-787.215,11.1453,-3.06068,41.8533,,,,,,,,,,,,,
220,7,35.0362,-37.8164,-785.41,11.3809,-2.67755,41.5351,,,,,,,,,,,,,
220,8,34.9688,-37.785,-783.563,11.6673,-2.76606,40.9304,,,,,,,,,,,,,
220,9,34.8004,-37.8022,-780.685,11.9083,-2.73809,41.2931,,,,,,,,,,,,,
221,0,35.1311,-38.1353,-779.406,11.9232,-2.65611,42.8661,,,,,,,,,,,,,
221,1,35.3382,-38.4474,-777.845,12.0729,-2.4303,42.3626,,,,,,,,,,,,,
221,2,35.2201,-38.6186,-776.906,12.0512,-2.9421,41.0645,,,,,,,,,,,,,
221,3,35.2582,-38.926,-775.677,12.1112,-3.36455,41.1825,,,,,,,,,,,,,
221,4,35.371,-39.1362,-774.508,12.3419,-3.66855,41.1143,,,,,,,,,,,,,
221,5,35.3746,-39.3125,-773.899,12.3134,-4.15579,42.1523,,,,,,,,,,,,,
221,6,35.5602,-39.6471,-772.342,12.2733,-4.02842,41.6506,,,,,,,,,,,,,
221,7,35.8566,-39.9382,-771.2,12.5799,-4.44307,41.5887,,,,,,,,,,,,,
221,8,36.0803,-40.3975,-770.22,12.7231,-4.77229,42.3281,,,,,,,,,,,,,
221,9,35.9538,-40.8192,-770.861,12.8497,-4.78196,42.8671,,,,,,,,,,,,,
222,0,36.0642,-41.0496,-770.752,12.8208,-4.80039,42.2815,,,,,,,,,,,,,
222,1,36.1435,-40.9991,-771.294,12.8678,-5.0298,42.7118,,,,,,,,,,,,,
222,2,36.1354,-41.2967,-770.465,12.5056,-5.08365,42.6865,,,,,,,,,,,,,
222,3,35.9235,-41.522,-770.12,12.3644,-5.15133,40.891,,,,,,,,,,,,,
222,4,35.846,-41.7498,-768.879,12.6351,-5.30625,39.7945,,,,,,,,,,,,,
222,5,36.1396,-41.8575,-769.398,12.4102,-5.18674,39.8852,,,,,,,,,,,,,
222,6,36.0114,-42.0126,-769.502,12.261,-4.91333,39.0084,,,,,,,,,,,,,
222,7,35.8678,-42.1744,-769.245,12.4948,-4.77702,40.425,,,,,,,,,,,,,
222,8,35.7984,-42.1469,-769.939,12.4994,-4.58679,40.6232,,,,,,,,,,,,,
222,9,35.7461,-42.1094,-769.6,12.3726,-4.14216,38.7828,,,,,,,,,,,,,
223,0,35.571,-42.3392,-770.083,12.1076,-4.07891,40.4,,,,,,,,,,,,,
223,1,35.4648,-42.3934,-770.625,12.342,-3.78867,40.6866,,,,,,,,,,,,,
223,2,35.2351,-42.2798,-770.975,12.6788,-3.30398,40.2384,,,,,,,,,,,,,
223,3,34.9559,-42.3856,-770.41,12.4594,-3.20483,42.2796,,,,,,,,,,,,,
223,4,34.7496,-42.3317,-769.257,12.5429,-2.69047,43.3083,,,,,,,,,,,,,
223,5,34.6758,-42.189,-768.747,12.3523,-2.27932,42.5674,,,,,,,,,,,,,
223,6,34.7876,-41.9538,-768.901,12.2882,-2.02597,43.0602,,,,,,,,,,,,,
223,7,34.6805,-42.2548,-770.586,12.0861,-1.56273,42.4758,,,,,,,,,,,,,
223,8,34.5657,-42.1364,-771.628,11.6835,-1.21566,42.1396,,,,,,,,,,,,,
223,9,34.6784,-41.7139,-770.696,11.5158,-0.928811,42.5651,,,,,,,,,,,,,
224,0,34.6286,-41.5629,-770.988,11.383,-0.580557,41.6902,,,,,,,,,,,,,
224,1,34.5547,-41.515,-771.628,11.2844,-0.24216,41.6427,,,,,,,,,,,,,
224,2,34.7149,-40.9785,-771.26,11.2672,-0.37905,42.203,,,,,,,,,,,,,
224,3,34.9861,-40.7459,-769.874,11.2664,-0.104535,41.6659,,,,,,,,,,,,,
224,4,34.7678,-40.3442,-769.188,10.9513,0.0075656,41.0373,,,,,,,,,,,,,
224,5,34.7111,-40.0053,-769.751,10.8494,-0.338646,40.6792,,,,,,,,,,,,,
224,6,34.9619,-39.8236,-769.084,11.0167,-0.749524,41.7774,,,,,,,,,,,,,
224,7,34.7459,-39.3348,-768.139,11.0558,-0.587484,42.7426,,,,,,,,,,,,,
224,8,34.9991,-38.7454,-767.278,10.838,-0.741297,43.9969,,,,,,,,,,,,,
224,9,35.0168,-38.3411,-766.409,10.6904,-1.00903,42.9928,,,,,,,,,,,,,
225,0,35.0784,-37.8165,-766.377,10.6744,-1.38786,43.1013,,,,,,,,,,,,,
225,1,35.2364,-37.1998,-765.29,10.4744,-1.56762,43.5532,,,,,,,,,,,,,
225,2,35.3574,-36.5746,-763.659,10.4114,-1.58102,42.6349,,,,,,,,,,,,,
225,3,35.2449,-35.8162,-763.435,10.5881,-1.2257,41.714,,,,,,,,,,,,,
225,4,34.9877,-35.3893,-763.179,10.1591,-1.09044,41.3314,,,,,,,,,,,,,
225,5,35.3508,-35.032,-761.704,9.93366,-1.14262,42.2691,,,,,,,,,,,,,
225,6,35.5587,-34.1141,-760.504,10.3849,-0.768272,41.1998,,,,,,,,,,,,,
225,7,35.2928,-33.8019,-757.893,10.5696,-0.686092,40.4095,,,,,,,,,,,,,
225,8,35.3197,-33.3716,-757.36,10.2769,-0.373628,40.5449,,,,,,,,,,,,,
225,9,35.6076,-32.8537,-755.988,10.2909,0.0134591,41.1021,,,,,,,,,,,,,
226,0,35.6658,-32.3891,-752.159,10.5646,0.304296,41.9978,,,,,,,,,,,,,
226,1,35.511,-31.6949,-751.635,10.7808,0.771881,42.4466,,,,,,,,,,,,,
226,2,35.2318,-31.1718,-751.189,10.9935,0.5246,43.0742,,,,,,,,,,,,,
226,3,35.0958,-30.4324,-749.396,11.023,0.47703,43.6353,,,,,,,,,,,,,
226,4,34.7608,-29.9752,-747.383,11.0446,0.503111,44.5524,,,,,,,,,,,,,
226,5,34.6711,-29.607,-744.027,11.2781,0.693076,44.5801,,,,,,,,,,,,,
226,6,34.9035,-28.6751,-741.675,11.2859,0.591659,44.4204,,,,,,,,,,,,,
226,7,34.831,-28.2159,-739.214,11.4166,0.578927,44.1541,,,,,,,,,,,,,
226,8,34.4671,-27.8175,-736.433,11.1391,0.518839,43.057,,,,,,,,,,,,,
226,9,34.0148,-27.1469,-735.237,10.8967,0.373949,43.7418,,,,,,,,,,,,,
227,0,33.7735,-26.2885,-733.547,10.6691,0.137499,43.9308,,,,,,,,,,,,,
227,1,33.6409,-25.4354,-731.588,10.9324,-0.440957,43.2591,,,,,,,,,,,,,
227,2,33.4382,-24.5744,-728.088,11.2053,-0.548369,41.6069,,,,,,,,,,,,,
227,3,33.0947,-24.2539,-726.216,11.1374,-0.503106,40.7246,,,,,,,,,,,,,
227,4,32.7623,-23.6196,-724.475,11.6572,-0.933992,40.8363,,,,,,,,,,,,,
227,5,32.1379,-22.6565,-722.664,11.9201,-1.37531,41.1288,,,,,,,,,,,,,
227,6,31.4758,-21.9437,-718.284,12.2398,-1.66695,40.7087,,,,,,,,,,,,,
227,7,31.3126,-21.0325,-715.778,12.4384,-1.97002,40.704,,,,,,,,,,,,,
227,8,31.1146,-20.3848,-715.043,12.7062,-2.11689,41.6882,,,,,,,,,,,,,
227,9,30.7419,-19.5683,-712.307,12.9933,-2.01687,42.2756,,,,,,,,,,,,,
228,0,30.3989,-18.7542,-709.214,13.0934,-2.43325,41.4536,,,,,,,,,,,,,
228,1,29.7541,-17.9722,-708.4,13.1405,-2.81534,41.2436,,,,,,,,,,,,,
228,2,29.3188,-17.4424,-706.543,13.0441,-2.8681,41.4473,,,,,,,,,,,,,
228,3,29.0192,-16.8975,-704.212,13.3446,-2.69548,40.8909,,,,,,,,,,,,,
228,4,28.5302,-16.1575,-701.081,13.6259,-2.27407,41.2185,,,,,,,,,,,,,
228,5,28.0556,-15.4682,-699.794,13.3189,-2.14149,41.1823,,,,,,,,,,,,,
228,6,27.5165,-15.07,-698.722,13.0246,-2.23488,41.6879,,,,,,,,,,,,,
228,7,27.0839,-14.6929,-696.079,13.0021,-2.49948,40.9419,,,,,,,,,,,,,
228,8,26.5903,-14.1552,-694,13.105,-2.58081,41.3051,,,,,,,,,,,,,
228,9,26.1067,-13.8188,-692.454,13.1579,-2.88594,42.3205,,,,,,,,,,,,,
229,0,25.8354,-13.6895,-691.844,12.8173,-2.98524,41.7469,,,,,,,,,,,,,
229,1,25.4285,-13.626,-689.396,12.9487,-2.82958,41.2695,,,,,,,,,,,,,
229,2,25.2992,-13.5807,-687.779,13.1005,-2.88792,42.492,,,,,,,,,,,,,
229,3,24.8964,-13.2843,-685.715,12.7532,-3.07354,43.1321,,,,,,,,,,,,,
229,4,24.3624,-13.1649,-683.91,12.818,-3.22886,42.9531,,,,,,,,,,,,,
229,5,24.1786,-13.2259,-682.368,12.5773,-3.16935,42.8848,,,,,,,,,,,,,
229,6,24.0164,-13.3009,-681.837,13.0144,-3.09598,42.8848,,,,,,,,,,,,,
229,7,23.6471,-13.1139,-680.967,13.2918,-3.32007,43.885,,,,,,,,,,,,,
229,8,23.3647,-13.1165,-678.803,13.119,-3.28964,44.5,,,,,,,,,,,,,
229,9,23.0117,-13.3427,-677.382,13.2109,-3.7835,43.5025,,,,,,,,,,,,,
230,0,22.748,-13.3171,-677.229,13.243,-4.12405,42.665,,,,,,,,,,,,,
230,1,22.3305,-13.3582,-676.196,13.6628,-4.18943,42.195,,,,,,,,,,,,,
230,2,22.3314,-13.6786,-675.519,14.0296,-4.44115,40.5485,,,,,,,,,,,,,
230,3,22.5001,-14.0038,-674.435,13.9401,-4.2251,39.3254,,,,,,,,,,,,,
230,4,22.4114,-14.5598,-672.307,14.0786,-3.98527,39.2315,,,,,,,,,,,,,
230,5,22.261,-14.8654,-671.637,13.906,-4.08055,40.632,,,,,,,,,,,,,
230,6,22.2369,-14.8798,-671.127,13.7704,-4.06649,40.5654,,,,,,,,,,,,,
230,7,22.2579,-15.0762,-670.161,13.3812,-4.27449,39.5744,,,,,,,,,,,,,
230,8,22.148,-15.3128,-669.909,13.2021,-4.09027,41.0745,,,,,,,,,,,,,
230,9,21.6889,-15.7761,-669.642,12.9136,-4.10556,43.2781,,,,,,,,,,,,,
231,0,21.3828,-16.0509,-670.206,12.4188,-3.90763,43.9617,,,,,,,,,,,,,
231,1,21.5149,-16.1234,-669.707,12.0438,-3.64351,43.518,,,,,,,,,,,,,
231,2,21.5386,-16.383,-669.958,11.4105,-3.44352,43.0221,,,,,,,,,,,,,
231,3,21.3188,-16.5544,-669.847,10.9807,-3.19947,42.8848,,,,,,,,,,,,,
231,4,20.9618,-16.7395,-669.995,10.4267,-2.66159,42.6616,,,,,,,,,,,,,
231,5,20.7497,-17.1252,-670.67,10.5791,-1.95221,43.0759,,,,,,,,,,,,,
231,6,20.6846,-17.1619,-671.758,10.6614,-1.88652,43.0863,,,,,,,,,,,,,
231,7,20.3572,-17.2734,-672.735,10.2252,-1.30541,41.6606,,,,,,,,,,,,,
231,8,20.1959,-17.651,-672.366,9.94667,-1.06791,40.6837,,,,,,,,,,,,,
231,9,19.9903,-17.9475,-673.293,9.83697,-0.879901,40.5457,,,,,,,,,,,,,
232,0,19.9902,-18.1733,-674.355,10.055,-0.372633,40.3219,,,,,,,,,,,,,
232,1,20.0221,-18.2895,-675.133,10.2398,-0.0903743,41.5116,,,,,,,,,,,,,
232,2,19.93,-18.4491,-676.97,10.2285,-0.0930098,42.3359,,,,,,,,,,,,,
232,3,19.8652,-18.4817,-678.431,10.5796,-0.183394,41.6734,,,,,,,,,,,,,
232,4,19.7915,-18.6716,-679.548,10.5252,-0.274485,42.4795,,,,,,,,,,,,,
232,5,19.6693,-18.7032,-681.239,10.7733,-0.334605,43.4567,,,,,,,,,,,,,
232,6,19.5016,-18.798,-683.323,10.8962,-0.408693,43.041,,,,,,,,,,,,,
232,7,19.3726,-19.02,-686.246,10.8369,-0.529153,43.2499,,,,,,,,,,,,,
232,8,19.282,-19.2912,-687.562,10.4311,-0.755824,42.9317,,,,,,,,,,,,,
232,9,19.1588,-19.3336,-690.322,10.1103,-0.778185,43.5137,,,,,,,,,,,,,
233,0,18.993,-19.8116,-694.381,10.2444,-0.667758,43.359,,,,,,,,,,,,,
233,1,18.8903,-19.809,-696.955,10.1531,-0.663908,41.883,,,,,,,,,,,,,
233,2,19.1541,-19.9637,-697.867,9.38087,-0.999323,41.8159,,,,,,,,,,,,,
233,3,19.2508,-20.1696,-700.433,9.00555,-1.25586,40.1729,,,,,,,,,,,,,
233,4,19.1079,-19.8744,-704.267,8.93733,-0.97924,40.6993,,,,,,,,,,,,,
233,5,18.9413,-20.2039,-707.557,8.54597,-1.09958,40.5862,,,,,,,,,,,,,
233,6,18.8685,-20.3834,-710.04,8.27713,-0.871655,40.38,,,,,,,,,,,,,
233,7,19.148,-20.265,-713.536,8.35583,-1.25561,41.2788,,,,,,,,,,,,,
233,8,19.1862,-20.5565,-717.554,8.70991,-1.6587,41.845,,,,,,,,,,,,,
233,9,19.0959,-20.9724,-721.978,8.8,-1.26113,42.2012,,,,,,,,,,,,,
234,0,19.0457,-21.3924,-724.82,8.97231,-1.15319,42.4496,,,,,,,,,,,,,
234,1,18.983,-21.4872,-727.523,9.30901,-0.756321,43.512,,,,,,,,,,,,,
234,2,18.8236,-21.4651,-731.809,9.71406,-0.537032,43.5814,,,,,,,,,,,,,
234,3,18.819,-21.8478,-736.977,9.94817,-0.842413,43.8981,,,,,,,,,,,,,
234,4,18.6157,-21.97,-741.147,10.491,-0.771254,43.981,,,,,,,,,,,,,
234,5,18.5631,-21.9904,-745.012,10.8371,-0.627929,43.3316,,,,,,,,,,,,,
234,6,18.3855,-22.4638,-750.123,10.939,-0.598784,43.386,,,,,,,,,,,,,
234,7,18.4501,-22.7608,-754.351,11.218,-0.636759,42.6022,,,,,,,,,,,,,
234,8,18.7001,-22.8935,-758.778,11.6143,-0.783282,41.9805,,,,,,,,,,,,,
234,9,18.3492,-23.2491,-763.093,11.7745,-0.994281,41.9817,,,,,,,,,,,,,
235,0,18.1913,-23.7091,-768.288,11.6636,-1.39554,41.4317,,,,,,,,,,,,,
235,1,18.3139,-23.9989,-773.846,11.4525,-1.56391,41.5274,,,,,,,,,,,,,
235,2,18.436,-24.1258,-777.307,11.7302,-1.8241,43.0173,,,,,,,,,,,,,
235,3,18.6282,-24.3563,-782.496,11.6816,-2.51148,42.3474,,,,,,,,,,,,,
235,4,18.4338,-24.6237,-787.414,11.423,-3.17253,42,,,,,,,,,,,,,
235,5,18.3104,-24.6093,-792.191,11.3982,-3.1604,41.6859,,,,,,,,,,,,,
235,6,18.1244,-25.0424,-796.978,11.5845,-3.04614,41.0502,,,,,,,,,,,,,
235,7,18.0896,-25.2552,-801.843,11.4111,-3.54479,41.2429,,,,,,,,,,,,,
235,8,17.9372,-25.5256,-807.806,11.4608,-4.01537,41.5614,,,,,,,,,,,,,
235,9,17.5113,-25.5439,-813.384,11.9116,-3.89305,41.4104,,,,,,,,,,,,,
236,0,17.4686,-25.8644,-819.063,11.9658,-3.91977,41.3829,,,,,,,,,,,,,
236,1,17.3013,-25.9843,-823.307,12.2434,-4.02396,41.6723,,,,,,,,,,,,,
236,2,17.2164,-25.8521,-828.409,12.4169,-3.88021,42.4704,,,,,,,,,,,,,
236,3,17.042,-25.6151,-834.3,12.8305,-3.56305,42.1168,,,,,,,,,,,,,
236,4,16.7579,-25.7897,-839.862,13.1999,-3.50588,39.9812,,,,,,,,,,,,,
236,5,16.4381,-25.8548,-845.557,13.0848,-3.64441,40.1496,,,,,,,,,,,,,
236,6,16.037,-26.0225,-851.757,13.3425,-3.4124,41.1319,,,,,,,,,,,,,
236,7,15.7063,-25.9652,-857.558,13.404,-3.23417,40.9393,,,,,,,,,,,,,
236,8,15.0914,-25.8576,-863.257,13.4655,-3.00915,40.4015,,,,,,,,,,,,,
236,9,15.0211,-26.0176,-869.277,13.8242,-2.77944,40.3034,,,,,,,,,,,,,
237,0,14.9502,-25.503,-874.494,13.5623,-2.64373,40.1518,,,,,,,,,,,,,
237,1,14.5769,-25.5655,-880.14,13.6045,-2.67407,40.3418,,,,,,,,,,,,,
237,2,14.4892,-25.6863,-886.535,13.49,-2.58537,41.7584,,,,,,,,,,,,,
237,3,14.4024,-25.5458,-893.307,13.4052,-2.38222,42.9622,,,,,,,,,,,,,
237,4,14.1322,-25.456,-898.867,13.2502,-1.86169,42.9103,,,,,,,,,,,,,
237,5,13.879,-25.4347,-905.787,13.2477,-1.66198,42.0427,,,,,,,,,,,,,
237,6,13.5397,-25.3826,-912.754,13.3916,-1.51525,43.3803,,,,,,,,,,,,,
237,7,13.2025,-25.2174,-918.72,12.9794,-1.84293,43.837,,,,,,,,,,,,,
237,8,12.94,-25.2801,-925.805,12.7519,-2.04831,42.432,,,,,,,,,,,,,
237,9,12.8267,-25.0525,-933.135,12.3397,-2.25227,41.696,,,,,,,,,,,,,
238,0,12.656,-24.6135,-938.689,11.9993,-2.36077,40.859,,,,,,,,,,,,,
238,1,12.2533,-24.5996,-945.596,11.9639,-2.41016,40.5896,,,,,,,,,,,,,
238,2,12.2236,-24.7849,-951.936,12.3009,-2.40654,39.6325,,,,,,,,,,,,,
238,3,11.9289,-24.5614,-957.575,12.1513,-2.56952,39.1552,,,,,,,,,,,,,
238,4,11.7527,-24.6026,-965.905,12.2553,-2.44064,39.2937,,,,,,,,,,,,,
238,5,11.5712,-24.4886,-973.778,12.6925,-2.38506,41.4852,,,,,,,,,,,,,
238,6,11.5335,-24.4757,-979.51,12.8066,-2.23064,41.6757,,,,,,,,,,,,,
